file	percent	reads	taxon_id	taxon_name
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	25.759417	212	1111	Porphyrobacter
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	6.682868	55	1177	Nostoc
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	3.280680	27	159191	Nodularia
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	1.701094	14	56358	Sandaracinobacter
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	1.579587	13	13687	Sphingomonas
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	1.458080	12	68287	Mesorhizobium
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	1.336573	11	1190	Fischerella
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	1.093560	9	150203	Blastomonas
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.850547	7	1186	Calothrix
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.729040	6	1650335	Chrysosporum
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.486027	4	1041	Erythrobacter
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.486027	4	165697	Sphingopyxis
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.364520	3	1163	Anabaena
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.364520	3	1203	Scytonema
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.364520	3	110103	Anabaenopsis
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.243013	2	165696	Novosphingobium
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.243013	2	221285	Westiellopsis
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.243013	2	1678397	Candidatus Phycosocius
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.243013	2	1820341	Crenalkalicoccus
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	75	Caulobacter
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	379	Rhizobium
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	773	Bartonella
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	911	Nitrobacter
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	1060	Rhodobacter
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	1123	Chlorogloeopsis
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	1279	Staphylococcus
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	2005	Microbispora
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	29417	Mastigocladus
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	41275	Brevundimonas
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	43988	Cyanothece
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	47251	Leptolyngbya
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	111782	Tolypothrix
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	125216	Roseomonas
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	264688	Trichormus
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	361177	Altererythrobacter
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	362865	Sandarakinorhabdus
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	365532	Belnapia
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	431394	Cyanosarcina
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	526215	Thalassobaculum
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	693222	Gloeocapsopsis
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	752201	Sphaerospermopsis
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	1146865	Rivibacter
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	1616833	Hydrococcus
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.121507	1	1827277	Aliterella
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	0.000000	0	10239	Viruses
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	15.674361	129	NA	cannot be assigned to a (non-viral) genus
kaiju_out/Hernandeziana_sp._ATA11-4-KO1.contig.out	33.778858	278	NA	unclassified
