file	percent	reads	taxon_id	taxon_name
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	15.163800	1384	31989	Rhodobacteraceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	2.706256	247	433	Acetobacteraceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	2.476170	226	41294	Bradyrhizobiaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.964172	88	1890438	Leptolyngbyaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.854607	78	335928	Xanthobacteraceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.788868	72	45401	Hyphomicrobiaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.602608	55	69277	Phyllobacteriaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.460173	42	41297	Sphingomonadaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.438260	40	119045	Methylobacteriaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.405391	37	82115	Rhizobiaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.317739	29	85002	Sphaerobacteraceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.262956	24	41295	Rhodospirillaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.186261	17	31993	Methylocystaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.131478	12	1185	Rivulariaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.131478	12	335929	Erythrobacteraceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.120522	11	2062	Streptomycetaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.120522	11	45404	Beijerinckiaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.120522	11	119060	Burkholderiaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.109565	10	1762	Mycobacteriaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.109565	10	2448023	Ilumatobacteraceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.098609	9	1162	Nostocaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.098609	9	1890436	Pseudanabaenaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.087652	8	255475	Aurantimonadaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.087652	8	2036754	Chelatococcaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.076696	7	80864	Comamonadaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.076696	7	85015	Nocardioidaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.076696	7	1890464	Chroococcaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.076696	7	1890528	Chroococcidiopsidaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.065739	6	1890431	Chamaesiphonaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.065739	6	1890450	Aphanothecaceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.054783	5	76892	Caulobacteraceae
kaiju_out/Timaviella_radians_GSE-UNK-7R.contig.out	0.054783	5	84997	Rubrobacteraceae
