file	percent	reads	taxon_id	taxon_name
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	17.955872	13523440	1224	Proteobacteria
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	3.641033	2742239	1117	Cyanobacteria
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.226384	170501	976	Bacteroidetes
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.201017	151396	201174	Actinobacteria
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.009277	6987	1239	Firmicutes
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.005820	4383	200795	Chloroflexi
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.003635	2738	57723	Acidobacteria
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.003631	2735	74201	Verrucomicrobia
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.003037	2287	203682	Planctomycetes
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.001378	1038	1297	Deinococcus-Thermus
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.001369	1031	142182	Gemmatimonadetes
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.001276	961	1752708	Candidatus Rokubacteria
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.001162	875	40117	Nitrospirae
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000546	411	544448	Tenericutes
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000524	395	28890	Euryarchaeota
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000498	375	1802339	Candidatus Tectomicrobia
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000471	355	203691	Spirochaetes
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000459	346	2093364	Candidatus Aureabacteria
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000317	239	67819	Armatimonadetes
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000301	227	1090	Chlorobi
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000267	201	74152	Elusimicrobia
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000266	200	204428	Chlamydiae
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000206	155	265317	Candidatus Poribacteria
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000183	138	1752734	Candidatus Kaiserbacteria
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000179	135	1798710	Candidatus Melainabacteria
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000163	123	200783	Aquificae
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000162	122	1379697	candidate division Zixibacteria
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000162	122	1706441	Candidatus Thorarchaeota
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000109	82	62680	Candidatus Marinimicrobia
kaiju_out/Drouetiella_lurida_LUKESOVA1986_6.reads.out	0.000108	81	1817913	Candidatus Portnoybacteria
