file	percent	reads	taxon_id	taxon_name
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	42.079700	2946	1847	Pseudonocardia
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	2.728182	191	357	Agrobacterium
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	1.756892	123	85413	Bosea
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	1.728325	121	47251	Leptolyngbya
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	1.571204	110	165697	Sphingopyxis
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.828453	58	113	Gemmata
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.771318	54	286	Pseudomonas
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.599914	42	59732	Chryseobacterium
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.314241	22	1005722	Phormidesmis
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.285673	20	379	Rhizobium
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.285673	20	46913	Devosia
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.228539	16	33882	Microbacterium
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.171404	12	41275	Brevundimonas
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.157120	11	398041	Flavisolibacter
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.157120	11	1914234	Fimbriiglobus
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.142837	10	68287	Mesorhizobium
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.128553	9	54298	Chroococcidiopsis
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.114269	8	1111	Porphyrobacter
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.114269	8	165695	Sphingobium
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.099986	7	600332	Zavarzinella
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.085702	6	1152	Pseudanabaena
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.085702	6	43988	Cyanothece
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.085702	6	125216	Roseomonas
kaiju_out/Oscillatoria_tanganyikae_FI-MK23.contig.out	0.085702	6	361177	Altererythrobacter
